RESPID,DURATION_D_DECIMAL,USERID,Q10_159,HIDS2C,CH1,Q5_1,Q5_2,Q5_3,Q5_4,Q5A,Q5AA,Q5B,AGREE,HIDKIDAGE,HIDVER,HIDVERX,Q1,Q1_195_OTHER,Q2,Q2_197_OTHER,STATE1,LOCATION1,Q74_1,Q74_2,Q74_3,Q74_4,Q74_5,Q74_6,Q74_7,Q74_8,Q74_9,Q74_10,Q74_11,Q74_12,Q74_13,Q74_14,Q74_15,Q431_16,Q431_17,Q431_18,Q431_19,Q431_20,Q431_21,Q431_22,Q431_23,Q431_24,Q431_25,Q431_26,Q431_27,Q431_28,Q431_29,Q431_30,Q431_31,Q431_32,Q431_33,Q431_34,Q431_35,Q431_36,Q431_37,Q431_38,Q431_39,Q431_40,Q431_41,Q431_42,Q437_43,Q437_44,Q437_45,Q437_46,Q437_47,Q437_49,Q437_50,Q437_51,Q437_52,Q437_53,Q437_54,Q341_55,Q341_56,Q341_57,Q341_58,Q341_59,Q341_60,Q341_61,Q352_62,Q352_63,Q352_64,Q352_65,Q352_66,Q352_67,Q352_68,Q352_69,Q352_70,Q352_71,Q353_72,Q353_73,Q430_74,Q430_75,Q430_76,Q430_77,Q430_78,Q430_79,Q430_80,Q430_81,Q430_82,Q430_83,Q430_84,Q430_85,Q430_86,Q430_87,Q434_88,Q434_89,Q434_90,Q434_91,Q434_92,Q434_93,Q434_94,Q434_95,Q434_96,Q434_97,Q434_98,Q435_99,Q435_100,Q435_101,Q435_102,Q435_103,Q435_104,Q435_105,Q428_106,Q428_107,Q428_108,Q428_109,Q428_110,Q428_111,Q277_112,Q277_113,Q277_114,Q277_115,Q277_116,Q277_117,Q277_118,Q277_119,Q277_120,Q277_121,Q277_122,Q277_123,Q280_124,Q280_125,Q280_126,Q280_127,Q280_128,Q280_129,Q280_130,Q280_131,Q280_132,Q280_133,Q280_134,Q280_135,Q280_136,Q287_137,Q287_138,Q287_139,Q287_140,Q287_141,Q287_142,Q343_143,Q343_144,Q343_145,Q343_146,Q343_147,Q343_148,Q343_149,Q343_150,Q429_151,Q429_152,Q429_153,Q429_154,Q429_155,Q429_156,Q429_157,Q429_158,Q429_159,Q24_160,Q24_161,Q24_162,Q24_163,Q24_164,Q24_165,Q24_166,Q24_167,Q24_168,Q24_169,Q24_170,Q30_170,Q30_171,Q30DK,Q45,Q425,Q427,Q436,Q15A_1,Q15A_2,Q15A_3,Q15A_4,Q15A_5,Q15A_6,Q15A_7,Q15A_8,Q15Y_1,Q15Y_2,Q15Y_3,Q15Y_4,Q15Y_5,Q15Y_6,Q15Y_7,Q15Y_8,Q15Y_9,Q15Y_10,Q15Y_11,Q15Y_12,Q15Y_13,Q15Y_14,Q15Y_15,Q15Y_16,Q8,Q9_212,Q9_213,Q9_214,Q9_215,Q9_216,Q9_217,Q9_218,Q9_219,Q9_220,REACHED
348,21.08,1884237364,54,9,1,1,1,1,0,2,,,,,2,2,193,,197,2146,2,1,5,1,3,4,2,3,3,4,5,3,5,5,5,4,5,7,6,6,6,2,2,7,6,2,2,6,6,6,3,3,3,7,4,1,6,6,6,6,6,6,3,6,3,6,2,6,5,6,6,4,3,5,6,6,2,7,6,6,5,1,5,6,6,3,4,6,6,6,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,7,5,3,6,6,5,6,5,6,5,6,6,4,3,4,2,6,6,6,6,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,6,5,2,6,5,5,5,2,3,3,3,5,5,5,5,0,3,0,0,0,0,0,0,0,0,0,,,1,174,178,183,182,4,6,16,,,,,,,,,,,,,,,,,,,,,,203,2,2,1,1,2,2,2,2,2,
13543,21.08,1576956322,31,5,2,,,,,,,,,,2,2,194,,197,2171,2,1,1,3,3,4,1,2,2,1,3,4,4,4,5,4,5,2,2,1,2,2,3,1,1,2,1,2,2,6,2,2,2,3,4,4,2,4,2,3,2,3,3,4,5,5,3,4,5,4,5,5,4,4,6,4,2,4,4,4,4,2,3,5,6,3,3,6,6,6,6,6,4,4,1,4,4,2,2,2,3,4,2,3,3,4,1,2,5,6,5,5,5,5,5,6,6,5,6,2,2,2,2,2,2,3,2,4,2,2,4,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,3,3,3,2,2,1,5,6,3,6,3,2,1,3,2,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,,,1,172,177,183,185,,,,,,,,,,,,,,,,,,,,,,,,,200,1,2,2,2,2,2,2,2,2,
13242,21.12,6913921266,61,11,2,,,,,,,,,,2,2,193,,197,2204,2,1,3,3,4,4,3,3,3,4,5,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,5,3,5,2,3,5,5,5,3,3,3,3,3,3,3,5,5,5,5,4,5,5,6,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,2,5,6,5,6,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,Bengali,,0,174,176,183,185,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,2,2,2,2,2,2,2,
175,21.12,8659767634,78,14,2,,,,,,,,,,2,2,193,,197,5330,5,2,5,4,3,4,3,3,3,3,4,4,3,3,5,3,4,2,2,3,2,2,2,2,2,2,1,7,3,6,2,2,2,2,3,4,4,4,2,7,2,2,2,2,3,6,3,6,6,4,5,3,3,6,2,6,3,4,4,4,3,3,6,6,6,6,6,6,6,6,6,6,3,3,2,2,3,2,2,2,2,2,1,1,2,3,2,2,6,6,6,6,6,6,6,6,6,6,6,2,3,4,2,2,2,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,6,6,5,2,5,4,4,4,4,5,5,1,0,0,0,0,0,0,0,0,0,0,,,1,172,176,183,181,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,2,2,1,2,2,2,2,
13114,21.12,6716736536,64,11,2,,,,,,,,,,2,2,193,,197,4301,4,2,5,2,5,5,3,1,2,5,5,5,5,5,5,5,5,1,7,3,2,1,2,2,2,2,1,7,7,7,3,7,2,2,2,2,7,7,2,7,2,7,3,3,5,6,2,5,3,5,6,5,5,5,5,6,3,6,5,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,3,3,3,3,3,3,3,3,4,3,4,6,6,7,6,6,6,6,6,6,6,5,2,2,3,2,2,2,2,1,6,6,3,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,2,3,5,4,6,6,6,3,3,1,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,,,1,172,176,182,183,,,,,,,,,,,,,,,,,,,,,,,,,205,2,2,1,2,1,2,2,2,2,
12642,21.17,2392996281,20,3,2,,,,,,,,,,2,2,194,,197,3129,3,1,1,1,3,3,3,2,2,2,4,4,4,4,5,4,4,3,3,3,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,3,5,5,3,5,4,4,5,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,5,5,2,5,5,2,2,2,3,3,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,,,1,173,177,183,184,,,,,,,,,,,,,,,,,,,,,,,,,200,1,2,1,2,2,2,2,2,2,
653,21.22,8961363645,57,10,1,0,0,0,1,,,,,,2,2,194,,197,3198,3,1,5,3,3,5,2,2,1,1,5,5,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,3,2,3,3,3,3,2,2,2,3,3,2,2,2,3,2,4,2,5,4,6,4,3,6,6,6,5,5,6,6,6,6,2,6,3,3,6,6,3,4,6,6,6,6,6,4,4,1,4,4,2,2,3,2,4,3,2,4,4,3,4,6,6,6,6,6,6,6,6,6,4,6,3,3,1,3,3,2,3,5,5,5,5,5,5,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,6,2,5,5,3,1,4,2,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,,,1,171,175,183,182,,,,,,,,,,,,,,,,,,,,,,,,,203,1,2,2,2,2,2,2,2,2,
945,21.22,1457983518,52,9,1,0,1,0,0,,,,,,2,2,193,,197,4701,4,2,5,3,3,5,2,2,5,5,5,2,5,5,5,5,5,1,7,1,7,1,1,7,7,7,7,7,7,7,7,7,7,2,7,1,7,1,7,1,1,7,1,1,2,4,3,6,7,4,6,5,5,5,5,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,4,4,2,2,2,3,4,3,3,4,4,3,4,6,6,6,6,6,6,6,6,6,6,5,2,3,3,3,3,3,3,3,6,6,6,6,6,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,6,4,6,6,6,6,6,3,2,2,2,2,3,2,3,2,1,1,0,0,0,0,0,0,0,0,0,,,1,173,177,183,183,11,,,,,,,,,,,,,,,,,,,,,,,,206,2,2,1,2,1,2,2,2,2,
1880,21.22,5956176168,54,9,1,0,0,0,1,,,,,,2,2,194,,197,3064,3,1,5,3,3,5,2,3,2,3,2,2,5,4,5,4,5,2,2,2,2,2,2,2,2,2,2,6,2,6,3,3,3,3,3,3,2,2,2,2,3,2,2,3,5,6,5,6,6,4,6,6,6,5,5,7,3,3,3,3,3,3,5,7,7,7,7,7,7,7,7,7,3,3,1,2,2,3,3,3,2,2,2,1,2,3,2,2,6,6,6,6,6,6,7,7,7,6,7,7,7,7,7,7,7,7,4,3,6,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,4,4,2,2,2,5,3,3,7,3,3,3,3,3,3,3,3,7,7,0,2,0,0,0,0,0,0,0,0,0,,,1,173,176,183,181,9,10,,,,,,,,,,,,,,,,,,,,,,,201,2,2,1,1,2,2,2,2,2,
164,21.23,5248368534,64,11,2,,,,,,,,,,2,2,194,,197,5109,5,1,5,4,4,5,5,1,5,2,5,2,5,5,5,5,5,2,3,7,6,1,6,1,7,7,2,7,6,6,6,6,6,3,7,6,6,6,7,6,6,6,6,6,7,7,5,6,5,5,6,5,5,5,6,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,6,7,6,3,1,2,4,2,1,3,3,4,1,1,3,4,2,2,6,6,6,6,5,6,6,6,6,5,6,7,2,2,2,2,3,3,6,6,6,6,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,3,3,4,6,4,6,6,6,6,6,4,2,3,7,1,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,,,1,171,175,183,181,,,,,,,,,,,,,,,,,,,,,,,,,203,2,2,2,2,1,2,2,2,2,
77,21.27,5122719552,46,8,1,0,1,0,0,,,,,,2,2,193,,197,6017,6,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,3,2,2,2,3,2,3,2,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,malay,,0,172,177,181,185,7,,,,,,,,,,,,,,,,,,,,,,,,200,2,2,1,2,2,2,2,2,2,
146,21.27,4397334248,41,2,1,0,1,1,0,1,1,5,1,2,1,3,193,,197,2135,2,1,4,4,1,2,1,4,4,4,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,1,6,5,5,5,5,5,5,2,2,2,4,3,3,3,5,5,5,5,5,5,5,6,6,6,2,3,2,3,3,3,3,3,2,3,3,1,2,4,3,3,7,7,5,5,6,6,6,6,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,1,2,1,1,0,0,0,1,2,2,8,enlish,english,0,172,177,183,181,,,,,,,,,,,,,,,,,10,,,,,,,,207,1,2,1,2,2,2,2,2,2,
423,21.27,9146873959,65,12,2,,,,,,,,,,2,2,193,,197,6164,6,1,1,1,1,3,1,2,1,4,5,3,4,5,5,4,5,2,2,3,3,1,1,3,2,2,2,2,2,7,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,5,3,6,3,2,2,2,2,2,6,6,6,6,3,3,6,3,6,6,6,6,6,6,6,6,6,6,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,3,6,6,6,5,6,6,6,5,6,5,6,2,3,3,2,2,2,3,4,4,4,4,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,6,4,5,5,6,6,3,3,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,172,176,183,183,,,,,,,,,,,,,,,,,,,,,,,,,201,2,2,2,2,1,2,2,2,2,
12867,21.27,5836439123,71,13,2,,,,,,,,,,2,2,193,,197,2086,2,1,5,1,2,4,2,1,3,4,5,5,3,5,5,5,5,1,2,3,1,1,1,6,3,3,2,3,6,6,3,4,2,2,1,2,3,3,2,6,2,3,2,2,2,6,2,4,5,3,5,4,3,3,5,4,4,4,5,4,5,5,4,6,6,4,5,6,6,6,6,4,2,2,1,3,4,2,3,2,2,4,3,1,3,4,2,3,6,6,6,6,6,6,6,5,6,4,3,3,4,2,3,4,3,2,5,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3,5,3,6,6,3,6,6,2,2,4,4,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,,,1,172,175,183,185,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,2,2,1,2,2,2,2,
13254,21.27,6355922434,77,14,2,,,,,,,,,,2,2,193,,197,3078,3,1,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,7,7,7,6,2,6,7,7,7,7,7,7,7,7,7,7,6,7,2,5,6,5,7,2,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,6,5,2,2,1,3,3,4,3,4,4,4,4,1,2,3,2,2,6,6,6,6,5,6,6,5,6,6,6,5,5,7,3,7,2,4,4,4,4,4,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,4,2,3,4,3,3,6,4,6,6,6,6,6,1,1,1,2,2,7,2,2,4,1,0,0,0,0,0,0,0,0,0,0,,,1,172,177,183,183,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,2,2,1,1,2,2,2,
12165,21.3,5227588869,21,2,1,0,0,1,0,1,1,3,1,1,1,1,194,,197,3028,3,1,2,1,2,1,1,3,1,1,4,4,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,4,6,3,3,4,2,3,6,1,1,1,5,1,1,2,3,6,6,6,6,6,6,6,4,6,2,3,1,2,1,2,1,1,2,4,1,3,2,3,1,1,6,6,6,3,6,6,6,5,6,6,6,5,5,3,3,2,5,1,5,4,5,7,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,1,2,3,3,5,4,6,3,2,4,3,2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,Maltese,,0,172,175,183,181,,,,,,,,,17,,,,,,,,11,,,,,,,,207,1,2,1,1,2,1,2,2,2,
1086,21.32,4612321782,58,10,1,0,0,0,1,,,,,,2,2,194,,197,2227,2,1,3,1,2,2,1,1,2,2,5,3,3,4,5,4,4,1,1,2,2,1,2,1,3,2,2,3,4,7,2,2,2,3,1,2,5,4,3,7,2,7,1,1,1,6,2,6,3,1,3,3,2,2,6,2,4,5,5,3,3,3,3,6,1,4,4,6,6,1,6,6,3,2,1,2,3,2,2,2,3,4,3,2,2,4,2,4,6,5,6,5,4,3,5,5,6,7,1,4,4,3,2,5,4,1,3,3,4,2,5,3,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,6,7,6,3,2,1,2,2,1,4,5,5,2,0,2,0,0,0,0,0,0,0,0,0,,,1,171,175,183,185,16,17,,,,,,,,,,,,,,,,,,,,,,,209,2,2,2,1,2,2,2,2,2,
1755,21.32,9654693712,47,8,1,0,0,0,1,,,,,,2,2,193,,197,2620,2,2,1,1,3,4,4,1,1,2,5,5,3,4,5,4,5,2,2,2,1,2,2,1,1,2,1,7,1,7,7,2,3,6,7,3,3,4,2,7,2,7,3,7,3,2,3,2,6,4,6,6,5,5,6,6,6,6,6,6,6,6,5,6,6,4,4,6,6,6,6,5,4,4,1,2,4,1,3,1,3,4,3,2,4,4,2,4,6,5,6,5,6,6,6,5,6,5,6,4,5,4,3,3,4,2,5,5,5,5,5,3,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1,4,4,4,6,4,6,6,4,3,3,3,3,3,3,2,2,0,0,1,1,0,0,1,0,0,0,0,,,1,172,176,183,185,,,,,,,,,,,,,,,,,,,,,,,,,208,2,2,2,2,2,2,2,2,2,
12523,21.33,4251151622,59,10,2,,,,,,,,,,2,2,193,,197,3806,3,2,5,4,3,5,2,1,5,5,5,3,5,5,5,5,5,5,7,6,7,1,1,7,7,7,7,7,7,7,3,7,7,7,7,2,2,4,7,7,7,7,1,7,4,6,3,6,4,7,3,5,5,5,6,4,4,4,4,4,4,4,5,5,6,5,5,6,6,6,6,6,6,6,2,3,3,4,4,4,4,4,4,1,3,2,3,2,6,6,6,5,5,6,6,6,6,5,6,3,4,4,4,2,3,2,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,5,6,6,5,6,6,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,,,1,171,175,183,185,,,,,,,,,,,,,,,,,,,,,,,,,211,2,2,2,2,1,2,2,2,2,
13521,21.35,4824159933,32,5,2,,,,,,,,,,2,2,194,,197,2502,2,2,3,1,2,2,1,1,1,3,3,1,3,2,4,3,5,2,2,3,3,2,2,1,1,1,1,3,6,2,3,3,3,3,3,4,4,4,3,3,2,4,3,6,3,5,3,2,5,4,6,5,4,4,3,3,2,3,3,3,2,2,3,4,5,4,4,5,6,6,5,5,3,3,1,2,1,1,2,2,2,2,2,1,2,3,1,3,5,5,6,1,2,4,3,4,5,4,5,3,2,1,3,2,2,3,2,3,4,3,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,4,2,4,2,1,2,2,5,3,5,3,5,4,3,1,3,3,1,2,2,2,2,0,0,0,1,0,0,0,1,1,0,1,Macedonian,,0,172,176,183,184,,,,,,,,,,,,,,,,,,,,,,,,,202,1,2,1,2,1,1,1,2,1,
358,21.35,5374949521,35,6,1,1,0,0,0,,,,,,2,2,194,,197,2206,2,1,3,2,3,3,4,1,2,2,5,5,3,5,5,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,6,6,4,5,5,3,4,6,2,4,3,5,2,2,2,3,5,6,4,4,6,6,6,6,6,3,3,1,2,3,3,2,2,2,3,2,1,2,3,2,2,6,6,6,6,6,5,6,6,6,6,5,3,4,4,2,2,3,2,2,4,4,2,3,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,3,4,4,6,4,6,3,2,1,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,Italian,,0,171,175,183,184,3,,,,,,,,,,,,,,,,,,,,,,,,200,2,2,2,2,2,2,2,2,2,
1990,21.38,2226122353,52,9,1,0,0,1,0,2,,,,,2,2,193,,197,2153,2,1,1,1,2,4,1,1,1,2,5,5,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,7,7,4,4,4,3,3,3,3,4,4,4,4,6,6,5,6,3,2,1,3,3,1,1,1,1,3,1,2,2,2,2,3,6,5,6,7,7,6,6,5,6,5,4,3,4,2,3,3,2,3,6,6,6,1,3,4,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,4,2,2,1,1,2,2,6,1,6,3,3,2,2,2,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,Hindi,Malayalam,0,172,177,183,185,16,,,,,,,,,,,,,,,,,,,,,,,,200,1,2,2,2,2,2,2,2,2,
1615,21.38,3927587383,36,6,1,0,1,0,0,,,,,,2,2,194,,197,3064,3,1,2,4,3,3,4,1,1,2,5,2,5,3,5,3,5,1,3,3,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,4,6,6,3,6,6,3,7,5,3,4,3,3,3,3,3,5,7,5,5,6,7,7,7,7,7,3,3,1,2,2,1,1,2,2,3,1,1,1,4,3,3,5,6,6,4,7,5,7,7,5,7,7,3,3,3,3,3,3,3,1,6,5,5,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,3,2,4,1,3,7,3,6,7,6,5,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,,,1,173,177,183,182,11,,,,,,,,,,,,,,,,,,,,,,,,201,1,2,1,2,2,2,2,2,2,
13510,21.4,4956692578,27,4,2,,,,,,,,,,2,2,194,,197,3028,3,1,2,1,2,2,3,2,1,3,4,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,3,4,5,2,5,5,5,5,5,3,4,5,2,2,6,6,6,6,2,4,5,6,4,4,5,6,6,5,5,2,2,1,3,4,1,2,2,3,4,2,1,2,2,2,2,6,5,6,5,5,6,6,6,6,6,6,4,4,3,2,2,4,2,3,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,4,4,6,6,6,3,2,3,4,7,7,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,,1,172,177,182,184,,,,,,,,,,,,,,,,,,,,,,,,,203,2,2,1,2,2,2,2,2,2,
12585,21.42,9552352488,74,13,2,,,,,,,,,,2,2,193,,197,3190,3,1,4,3,4,4,1,1,1,4,5,2,4,2,5,5,5,1,1,1,1,1,1,1,7,7,2,7,7,7,4,3,3,1,1,1,1,3,3,7,3,7,2,3,5,6,3,6,5,5,6,5,6,6,6,6,6,6,6,6,6,3,3,3,3,5,5,5,6,6,2,6,3,3,2,3,4,2,3,2,3,4,4,1,2,3,3,3,6,6,6,6,6,5,6,6,6,6,6,1,4,3,2,2,3,3,4,4,4,5,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,4,1,2,2,6,6,3,6,6,6,3,3,3,4,1,1,2,2,3,0,0,0,0,0,0,0,1,0,0,0,,,1,172,175,183,181,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,1,2,1,2,2,2,2,
219,21.43,3899139217,74,13,2,,,,,,,,,,2,2,194,,197,6061,6,1,4,3,4,5,2,2,2,2,5,4,4,3,5,4,5,2,3,4,2,1,3,1,2,6,2,2,1,7,2,3,2,3,6,2,7,4,3,4,2,5,3,6,3,3,3,6,4,3,4,3,3,3,7,2,2,3,3,2,6,2,3,4,6,4,4,7,7,6,6,4,1,1,1,2,3,2,2,1,2,4,1,3,4,4,1,2,6,4,6,3,2,6,6,2,3,3,6,3,3,1,3,2,1,4,3,4,4,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,3,4,1,2,2,1,3,7,2,6,1,2,1,1,2,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,,,1,172,176,183,184,,,,,,,,,,,,,,,,,,,,,,,,,209,2,2,1,2,1,2,2,2,2,
412,21.43,5166496611,31,5,2,,,,,,,,,,2,2,193,,197,5011,5,1,3,1,3,5,2,2,1,3,5,1,5,4,4,4,5,1,1,6,6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,6,3,6,2,3,3,4,4,4,4,2,4,4,4,4,4,4,3,5,5,5,5,5,5,5,6,5,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,3,6,5,5,5,5,4,3,3,3,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,,,1,172,176,183,184,,,,,,,,,,,,,,,,,,,,,,,,,206,2,2,2,2,2,2,2,2,2,
241,21.45,6144962676,48,2,1,0,0,1,1,1,1,5,1,2,1,3,193,,197,3444,3,2,3,2,2,5,5,5,1,4,5,5,5,5,5,5,5,2,3,4,3,2,4,4,5,2,4,5,2,3,4,3,3,5,2,2,3,4,3,2,5,4,3,3,6,6,4,6,6,4,6,6,5,4,4,2,3,4,5,4,5,4,6,4,4,5,4,5,4,6,5,6,2,3,3,4,3,3,3,2,3,4,3,4,3,4,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,3,3,4,4,4,2,2,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,4,6,6,6,6,5,4,5,5,5,2,2,3,5,1,2,0,0,1,1,0,0,1,0,0,0,0,,,1,172,176,183,181,,,,,,,,,17,,,,,,,,,,,,,,,,207,2,2,2,2,2,2,2,2,2,
